visit_id,first_party,fp_domain,url,req_domain,resource_type,status,referrer,is_third_party,is_third_party_dom,owner,categ,default,prevalence,fingerprinting
2556312833045161,https://elmbridge.gov.uk/,elmbridge.gov.uk,https://elmbridge.gov.uk/,elmbridge.gov.uk,main_frame,,,,0,,,,,
2556312833045161,https://elmbridge.gov.uk/,elmbridge.gov.uk,https://www.googletagmanager.com/gtag/js?id=UA-75198220-2,googletagmanager.com,script,,https://elmbridge.gov.uk/,,1,Google LLC,Ad Motivated Tracking;Advertising;Analytics;Audience Measurement;Tag Manager;Third-Party Analytics Marketing,unknown,0.73,2.0
2556312833045161,https://elmbridge.gov.uk/,elmbridge.gov.uk,https://www.googletagmanager.com/gtag/js?id=UA-75198220-2,googletagmanager.com,script,,https://elmbridge.gov.uk/,,1,Google LLC,Ad Motivated Tracking;Advertising;Analytics;Audience Measurement;Tag Manager;Third-Party Analytics Marketing,unknown,0.673,2.0
2556312833045161,https://elmbridge.gov.uk/,elmbridge.gov.uk,https://www.googletagmanager.com/gtag/js?id=UA-75198220-2,googletagmanager.com,script,,https://elmbridge.gov.uk/,,1,Google LLC,Ad Motivated Tracking;Advertising;Analytics;Audience Measurement;Tag Manager;Third-Party Analytics Marketing,unknown,0.642,2.0
2556312833045161,https://elmbridge.gov.uk/,elmbridge.gov.uk,https://www.googletagmanager.com/gtag/js?id=UA-75198220-2,googletagmanager.com,script,,https://elmbridge.gov.uk/,,1,Google LLC,Ad Motivated Tracking;Advertising;Analytics;Audience Measurement;Tag Manager;Third-Party Analytics Marketing,unknown,0.639,2.0
2556312833045161,https://elmbridge.gov.uk/,elmbridge.gov.uk,https://www.googletagmanager.com/gtag/js?id=UA-75198220-2,googletagmanager.com,script,,https://elmbridge.gov.uk/,,1,Google LLC,Ad Motivated Tracking;Advertising;Analytics;Audience Measurement;Tag Manager;Third-Party Analytics Marketing,unknown,0.615,2.0
2556312833045161,https://elmbridge.gov.uk/,elmbridge.gov.uk,https://www.googletagmanager.com/gtag/js?id=UA-75198220-2,googletagmanager.com,script,,https://elmbridge.gov.uk/,,1,Google LLC,Ad Motivated Tracking;Advertising;Analytics;Audience Measurement;Tag Manager;Third-Party Analytics Marketing,unknown,0.567,2.0
2556312833045161,https://elmbridge.gov.uk/,elmbridge.gov.uk,https://www.googletagmanager.com/gtag/js?id=UA-75198220-2,googletagmanager.com,script,,https://elmbridge.gov.uk/,,1,Google LLC,Ad Motivated Tracking;Advertising;Analytics;Audience Measurement;Tag Manager;Third-Party Analytics Marketing,unknown,0.54,2.0
2556312833045161,https://elmbridge.gov.uk/,elmbridge.gov.uk,https://www.googletagmanager.com/gtag/js?id=UA-75198220-2,googletagmanager.com,script,,https://elmbridge.gov.uk/,,1,Google LLC,Ad Motivated Tracking;Advertising;Analytics;Audience Measurement;Tag Manager;Third-Party Analytics Marketing,unknown,0.519,2.0
2556312833045161,https://elmbridge.gov.uk/,elmbridge.gov.uk,https://www.googletagmanager.com/gtag/js?id=UA-75198220-2,googletagmanager.com,script,,https://elmbridge.gov.uk/,,1,Google LLC,Ad Motivated Tracking;Advertising;Analytics;Audience Measurement;Tag Manager;Third-Party Analytics Marketing,unknown,0.407,2.0
