visit_id,host,name,value,path,is_session,is_secure,is_http_only,same_site,expiry,first_party,cookie_domain,fp_domain,is_third_party,owner,categ,default,prevalence,fingerprinting
2831507720908859,bibliometro.cl,pll_language,es,/,0,1,0,lax,2026-08-13 16:52:29+00:00,https://bibliometro.cl/,bibliometro.cl,bibliometro.cl,0,,,,,
2831507720908859,.youtube.com,YSC,GMyTUotE0RA,/,1,1,1,no_restriction,,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0654,3.0
2831507720908859,.youtube.com,YSC,GMyTUotE0RA,/,1,1,1,no_restriction,,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0628,3.0
2831507720908859,.youtube.com,YSC,GMyTUotE0RA,/,1,1,1,no_restriction,,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0488,3.0
2831507720908859,.youtube.com,YSC,GMyTUotE0RA,/,1,1,1,no_restriction,,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0401,3.0
2831507720908859,.youtube.com,YSC,GMyTUotE0RA,/,1,1,1,no_restriction,,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0391,3.0
2831507720908859,.youtube.com,YSC,GMyTUotE0RA,/,1,1,1,no_restriction,,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0362,3.0
2831507720908859,.youtube.com,YSC,GMyTUotE0RA,/,1,1,1,no_restriction,,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0354,3.0
2831507720908859,.youtube.com,YSC,GMyTUotE0RA,/,1,1,1,no_restriction,,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0343,3.0
2831507720908859,.youtube.com,YSC,GMyTUotE0RA,/,1,1,1,no_restriction,,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0228,3.0
2831507720908859,.youtube.com,VISITOR_INFO1_LIVE,xL7jo0OPIyI,/,0,1,1,no_restriction,2026-02-09 16:52:31+00:00,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0654,3.0
2831507720908859,.youtube.com,VISITOR_INFO1_LIVE,xL7jo0OPIyI,/,0,1,1,no_restriction,2026-02-09 16:52:31+00:00,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0628,3.0
2831507720908859,.youtube.com,VISITOR_INFO1_LIVE,xL7jo0OPIyI,/,0,1,1,no_restriction,2026-02-09 16:52:31+00:00,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0488,3.0
2831507720908859,.youtube.com,VISITOR_INFO1_LIVE,xL7jo0OPIyI,/,0,1,1,no_restriction,2026-02-09 16:52:31+00:00,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0401,3.0
2831507720908859,.youtube.com,VISITOR_INFO1_LIVE,xL7jo0OPIyI,/,0,1,1,no_restriction,2026-02-09 16:52:31+00:00,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0391,3.0
2831507720908859,.youtube.com,VISITOR_INFO1_LIVE,xL7jo0OPIyI,/,0,1,1,no_restriction,2026-02-09 16:52:31+00:00,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0362,3.0
2831507720908859,.youtube.com,VISITOR_INFO1_LIVE,xL7jo0OPIyI,/,0,1,1,no_restriction,2026-02-09 16:52:31+00:00,https://bibliometro.cl/,youtube.com,bibliometro.cl,1,Google LLC,Ad Motivated Tracking;CDN;Embedded Content,unknown,0.0354,3.0
